state,year,race,offense,offenders
ME,2018,Black or African American,rape,17
ME,2010,American Indian or Alaska Native,rape,0
ME,2011,American Indian or Alaska Native,rape,1
ME,2012,American Indian or Alaska Native,rape,1
ME,2013,American Indian or Alaska Native,rape,0
ME,2014,American Indian or Alaska Native,rape,0
ME,2015,American Indian or Alaska Native,rape,0
ME,2016,American Indian or Alaska Native,rape,0
ME,2017,American Indian or Alaska Native,rape,0
ME,2018,American Indian or Alaska Native,rape,0
ME,2010,White,rape,83
ME,2011,White,rape,70
ME,2012,White,rape,112
ME,2013,White,rape,140
ME,2014,White,rape,120
ME,2015,White,rape,110
ME,2016,White,rape,120
ME,2017,White,rape,135
ME,2018,White,rape,153
ME,2010,Unknown,rape,1
ME,2011,Unknown,rape,4
ME,2012,Unknown,rape,2
ME,2013,Unknown,rape,3
ME,2014,Unknown,rape,2
ME,2015,Unknown,rape,1
ME,2016,Unknown,rape,1
ME,2017,Unknown,rape,1
ME,2018,Unknown,rape,5
ME,2010,Asian,robbery,0
ME,2011,Asian,robbery,0
ME,2012,Asian,robbery,3
ME,2013,Asian,robbery,1
ME,2014,Asian,robbery,0
ME,2015,Asian,robbery,1
ME,2016,Asian,robbery,0
ME,2017,Asian,robbery,1
ME,2018,Asian,robbery,0
ME,2010,Native Hawaiian,robbery,0
ME,2011,Native Hawaiian,robbery,0
ME,2012,Native Hawaiian,robbery,0
ME,2013,Native Hawaiian,robbery,0
ME,2014,Native Hawaiian,robbery,0
ME,2015,Native Hawaiian,robbery,0
ME,2016,Native Hawaiian,robbery,0
ME,2017,Native Hawaiian,robbery,0
ME,2018,Native Hawaiian,robbery,0
ME,2010,Black or African American,robbery,29
ME,2011,Black or African American,robbery,15
ME,2012,Black or African American,robbery,33
ME,2013,Black or African American,robbery,20
ME,2014,Black or African American,robbery,16
ME,2015,Black or African American,robbery,18
ME,2016,Black or African American,robbery,18
ME,2017,Black or African American,robbery,17
ME,2018,Black or African American,robbery,16
ME,2010,American Indian or Alaska Native,robbery,0
ME,2011,American Indian or Alaska Native,robbery,0
ME,2012,American Indian or Alaska Native,robbery,0
ME,2013,American Indian or Alaska Native,robbery,0
ME,2014,American Indian or Alaska Native,robbery,1
ME,2015,American Indian or Alaska Native,robbery,0
ME,2016,American Indian or Alaska Native,robbery,1
ME,2017,American Indian or Alaska Native,robbery,0
ME,2018,American Indian or Alaska Native,robbery,1
ME,2010,White,robbery,89
ME,2011,White,robbery,105
ME,2012,White,robbery,140
ME,2013,White,robbery,86
ME,2014,White,robbery,121
ME,2015,White,robbery,65
ME,2016,White,robbery,82
ME,2017,White,robbery,92
ME,2018,White,robbery,73
ME,2010,Unknown,robbery,0
ME,2011,Unknown,robbery,0
ME,2012,Unknown,robbery,1
ME,2013,Unknown,robbery,2
ME,2014,Unknown,robbery,0
ME,2015,Unknown,robbery,1
ME,2016,Unknown,robbery,1
ME,2017,Unknown,robbery,1
ME,2018,Unknown,robbery,0
ME,2010,Asian,arson,0
ME,2011,Asian,arson,0
ME,2012,Asian,arson,0
ME,2013,Asian,arson,0
ME,2014,Asian,arson,0
ME,2015,Asian,arson,1
ME,2016,Asian,arson,0
ME,2017,Asian,arson,0
ME,2018,Asian,arson,0
ME,2010,Native Hawaiian,arson,0
ME,2011,Native Hawaiian,arson,0
ME,2012,Native Hawaiian,arson,0
ME,2013,Native Hawaiian,arson,0
ME,2014,Native Hawaiian,arson,0
ME,2015,Native Hawaiian,arson,0
ME,2016,Native Hawaiian,arson,0
ME,2017,Native Hawaiian,arson,0
ME,2018,Native Hawaiian,arson,0
ME,2010,Black or African American,arson,2
ME,2011,Black or African American,arson,6
ME,2012,Black or African American,arson,2
ME,2013,Black or African American,arson,4
ME,2014,Black or African American,arson,7
ME,2015,Black or African American,arson,0
ME,2016,Black or African American,arson,2
ME,2017,Black or African American,arson,1
ME,2018,Black or African American,arson,4
ME,2010,American Indian or Alaska Native,arson,0
ME,2011,American Indian or Alaska Native,arson,0
ME,2012,American Indian or Alaska Native,arson,0
ME,2013,American Indian or Alaska Native,arson,0
ME,2014,American Indian or Alaska Native,arson,0
ME,2015,American Indian or Alaska Native,arson,0
ME,2016,American Indian or Alaska Native,arson,0
ME,2017,American Indian or Alaska Native,arson,0
ME,2018,American Indian or Alaska Native,arson,0
ME,2010,White,arson,20
ME,2011,White,arson,27
ME,2012,White,arson,34
ME,2013,White,arson,21
ME,2014,White,arson,20
ME,2015,White,arson,14
ME,2016,White,arson,34
ME,2017,White,arson,20
ME,2018,White,arson,25
ME,2010,Unknown,arson,2
ME,2011,Unknown,arson,0
ME,2012,Unknown,arson,0
ME,2013,Unknown,arson,0
ME,2014,Unknown,arson,0
ME,2015,Unknown,arson,0
ME,2016,Unknown,arson,1
ME,2017,Unknown,arson,2
ME,2018,Unknown,arson,0
ME,2010,Asian,violent-crime,4
ME,2011,Asian,violent-crime,0
ME,2012,Asian,violent-crime,3
ME,2013,Asian,violent-crime,3
ME,2014,Asian,violent-crime,1
ME,2015,Asian,violent-crime,3
ME,2016,Asian,violent-crime,2
ME,2017,Asian,violent-crime,3
ME,2018,Asian,violent-crime,0
ME,2010,Native Hawaiian,violent-crime,0
ME,2011,Native Hawaiian,violent-crime,0
ME,2012,Native Hawaiian,violent-crime,0
ME,2013,Native Hawaiian,violent-crime,0
ME,2014,Native Hawaiian,violent-crime,0
ME,2015,Native Hawaiian,violent-crime,0
ME,2016,Native Hawaiian,violent-crime,0
ME,2017,Native Hawaiian,violent-crime,0
ME,2018,Native Hawaiian,violent-crime,0
ME,2010,Black or African American,violent-crime,71
ME,2011,Black or African American,violent-crime,67
ME,2012,Black or African American,violent-crime,73
ME,2013,Black or African American,violent-crime,74
ME,2014,Black or African American,violent-crime,66
ME,2015,Black or African American,violent-crime,52
ME,2016,Black or African American,violent-crime,83
ME,2017,Black or African American,violent-crime,90
ME,2018,Black or African American,violent-crime,77
ME,2010,American Indian or Alaska Native,violent-crime,0
ME,2011,American Indian or Alaska Native,violent-crime,2
ME,2012,American Indian or Alaska Native,violent-crime,1
ME,2013,American Indian or Alaska Native,violent-crime,0
ME,2014,American Indian or Alaska Native,violent-crime,3
ME,2015,American Indian or Alaska Native,violent-crime,0
ME,2016,American Indian or Alaska Native,violent-crime,1
ME,2017,American Indian or Alaska Native,violent-crime,1
ME,2018,American Indian or Alaska Native,violent-crime,1
ME,2010,White,violent-crime,317
ME,2011,White,violent-crime,366
ME,2012,White,violent-crime,391
ME,2013,White,violent-crime,387
ME,2014,White,violent-crime,401
ME,2015,White,violent-crime,362
ME,2016,White,violent-crime,430
ME,2017,White,violent-crime,474
ME,2018,White,violent-crime,481
ME,2010,Unknown,violent-crime,2
ME,2011,Unknown,violent-crime,6
ME,2012,Unknown,violent-crime,4
ME,2013,Unknown,violent-crime,5
ME,2014,Unknown,violent-crime,5
ME,2015,Unknown,violent-crime,2
ME,2016,Unknown,violent-crime,2
ME,2017,Unknown,violent-crime,4
ME,2018,Unknown,violent-crime,6
ME,2010,Asian,property-crime,25
ME,2011,Asian,property-crime,23
ME,2012,Asian,property-crime,14
ME,2013,Asian,property-crime,19
ME,2014,Asian,property-crime,24
ME,2015,Asian,property-crime,24
ME,2016,Asian,property-crime,24
ME,2017,Asian,property-crime,31
ME,2018,Asian,property-crime,24
ME,2010,Native Hawaiian,property-crime,0
ME,2011,Native Hawaiian,property-crime,0
ME,2012,Native Hawaiian,property-crime,0
ME,2013,Native Hawaiian,property-crime,0
ME,2014,Native Hawaiian,property-crime,0
ME,2015,Native Hawaiian,property-crime,0
ME,2016,Native Hawaiian,property-crime,0
ME,2017,Native Hawaiian,property-crime,0
ME,2018,Native Hawaiian,property-crime,0
ME,2010,Black or African American,property-crime,221
ME,2011,Black or African American,property-crime,222
ME,2012,Black or African American,property-crime,323
ME,2013,Black or African American,property-crime,324
ME,2014,Black or African American,property-crime,282
ME,2015,Black or African American,property-crime,213
ME,2016,Black or African American,property-crime,270
ME,2017,Black or African American,property-crime,293
ME,2018,Black or African American,property-crime,288
ME,2010,American Indian or Alaska Native,property-crime,9
ME,2011,American Indian or Alaska Native,property-crime,3
ME,2012,American Indian or Alaska Native,property-crime,9
ME,2013,American Indian or Alaska Native,property-crime,7
ME,2014,American Indian or Alaska Native,property-crime,2
ME,2015,American Indian or Alaska Native,property-crime,12
ME,2016,American Indian or Alaska Native,property-crime,13
ME,2017,American Indian or Alaska Native,property-crime,11
ME,2018,American Indian or Alaska Native,property-crime,3
ME,2010,White,property-crime,3728
ME,2011,White,property-crime,4008
ME,2012,White,property-crime,4491
ME,2013,White,property-crime,4544
ME,2014,White,property-crime,4095
ME,2015,White,property-crime,3802
ME,2016,White,property-crime,3808
ME,2017,White,property-crime,3653
ME,2018,White,property-crime,3740
ME,2010,Unknown,property-crime,93
ME,2011,Unknown,property-crime,105
ME,2012,Unknown,property-crime,113
ME,2013,Unknown,property-crime,73
ME,2014,Unknown,property-crime,52
ME,2015,Unknown,property-crime,52
ME,2016,Unknown,property-crime,70
ME,2017,Unknown,property-crime,71
ME,2018,Unknown,property-crime,45
MI,2010,Asian,aggravated-assault,97
MI,2011,Asian,aggravated-assault,62
MI,2012,Asian,aggravated-assault,74
MI,2013,Asian,aggravated-assault,79
MI,2014,Asian,aggravated-assault,72
MI,2015,Asian,aggravated-assault,68
MI,2016,Asian,aggravated-assault,75
MI,2017,Asian,aggravated-assault,76
MI,2018,Asian,aggravated-assault,83
MI,2010,Native Hawaiian,aggravated-assault,0
MI,2011,Native Hawaiian,aggravated-assault,0
MI,2012,Native Hawaiian,aggravated-assault,0
MI,2013,Native Hawaiian,aggravated-assault,0
MI,2014,Native Hawaiian,aggravated-assault,0
MI,2015,Native Hawaiian,aggravated-assault,0
MI,2016,Native Hawaiian,aggravated-assault,0
MI,2017,Native Hawaiian,aggravated-assault,0
MI,2018,Native Hawaiian,aggravated-assault,0
MI,2010,Black or African American,aggravated-assault,18231
MI,2011,Black or African American,aggravated-assault,16815
MI,2012,Black or African American,aggravated-assault,16210
MI,2013,Black or African American,aggravated-assault,15496
MI,2014,Black or African American,aggravated-assault,15563
MI,2015,Black or African American,aggravated-assault,14861
MI,2016,Black or African American,aggravated-assault,16695
MI,2017,Black or African American,aggravated-assault,14647
MI,2018,Black or African American,aggravated-assault,14486
MI,2010,American Indian or Alaska Native,aggravated-assault,77
MI,2011,American Indian or Alaska Native,aggravated-assault,78
MI,2012,American Indian or Alaska Native,aggravated-assault,57
MI,2013,American Indian or Alaska Native,aggravated-assault,65
MI,2014,American Indian or Alaska Native,aggravated-assault,46
MI,2015,American Indian or Alaska Native,aggravated-assault,58
MI,2016,American Indian or Alaska Native,aggravated-assault,76
MI,2017,American Indian or Alaska Native,aggravated-assault,66
MI,2018,American Indian or Alaska Native,aggravated-assault,75
MI,2010,White,aggravated-assault,11043
MI,2011,White,aggravated-assault,9975
MI,2012,White,aggravated-assault,9839
MI,2013,White,aggravated-assault,9132
MI,2014,White,aggravated-assault,9344
MI,2015,White,aggravated-assault,9406
MI,2016,White,aggravated-assault,10595
MI,2017,White,aggravated-assault,10005
MI,2018,White,aggravated-assault,10038
MI,2010,Unknown,aggravated-assault,1392
MI,2011,Unknown,aggravated-assault,1247
MI,2012,Unknown,aggravated-assault,1255
MI,2013,Unknown,aggravated-assault,1174
MI,2014,Unknown,aggravated-assault,1274
MI,2015,Unknown,aggravated-assault,1135
MI,2016,Unknown,aggravated-assault,1452
MI,2017,Unknown,aggravated-assault,1156
MI,2018,Unknown,aggravated-assault,1188
MI,2010,Asian,burglary,44
MI,2011,Asian,burglary,47
MI,2012,Asian,burglary,62
MI,2013,Asian,burglary,32
MI,2014,Asian,burglary,29
MI,2015,Asian,burglary,21
MI,2016,Asian,burglary,27
MI,2017,Asian,burglary,39
MI,2018,Asian,burglary,41
MI,2010,Native Hawaiian,burglary,0
MI,2011,Native Hawaiian,burglary,0
MI,2012,Native Hawaiian,burglary,0
MI,2013,Native Hawaiian,burglary,0
MI,2014,Native Hawaiian,burglary,0
MI,2015,Native Hawaiian,burglary,0
MI,2016,Native Hawaiian,burglary,0
MI,2017,Native Hawaiian,burglary,0
MI,2018,Native Hawaiian,burglary,0
MI,2010,Black or African American,burglary,14029
MI,2011,Black or African American,burglary,12444
MI,2012,Black or African American,burglary,10655
MI,2013,Black or African American,burglary,9619
MI,2014,Black or African American,burglary,7838
MI,2015,Black or African American,burglary,6850
MI,2016,Black or African American,burglary,7580
MI,2017,Black or African American,burglary,6202
MI,2018,Black or African American,burglary,5894
MI,2010,American Indian or Alaska Native,burglary,62
MI,2011,American Indian or Alaska Native,burglary,47
MI,2012,American Indian or Alaska Native,burglary,52
MI,2013,American Indian or Alaska Native,burglary,66
MI,2014,American Indian or Alaska Native,burglary,50
MI,2015,American Indian or Alaska Native,burglary,41
MI,2016,American Indian or Alaska Native,burglary,53
MI,2017,American Indian or Alaska Native,burglary,76
MI,2018,American Indian or Alaska Native,burglary,53
MI,2010,White,burglary,14968
MI,2011,White,burglary,14059
MI,2012,White,burglary,12820
MI,2013,White,burglary,11884
MI,2014,White,burglary,9978
MI,2015,White,burglary,8804
MI,2016,White,burglary,9280
MI,2017,White,burglary,8796
MI,2018,White,burglary,7673
MI,2010,Unknown,burglary,9238
MI,2011,Unknown,burglary,8486
MI,2012,Unknown,burglary,7146
MI,2013,Unknown,burglary,6103
MI,2014,Unknown,burglary,4554
MI,2015,Unknown,burglary,4672
MI,2016,Unknown,burglary,4418
MI,2017,Unknown,burglary,3769
MI,2018,Unknown,burglary,3389
MI,2010,Asian,larceny,271
MI,2011,Asian,larceny,265
MI,2012,Asian,larceny,235
MI,2013,Asian,larceny,230
MI,2014,Asian,larceny,245
MI,2015,Asian,larceny,235
MI,2016,Asian,larceny,220
MI,2017,Asian,larceny,263
MI,2018,Asian,larceny,242
MI,2010,Native Hawaiian,larceny,0
MI,2011,Native Hawaiian,larceny,0
MI,2012,Native Hawaiian,larceny,0
MI,2013,Native Hawaiian,larceny,0
MI,2014,Native Hawaiian,larceny,0
MI,2015,Native Hawaiian,larceny,0
MI,2016,Native Hawaiian,larceny,0
MI,2017,Native Hawaiian,larceny,0
MI,2018,Native Hawaiian,larceny,0
MI,2010,Black or African American,larceny,29746
MI,2011,Black or African American,larceny,28291
MI,2012,Black or African American,larceny,29110
MI,2013,Black or African American,larceny,29017
MI,2014,Black or African American,larceny,27168
MI,2015,Black or African American,larceny,25947
MI,2016,Black or African American,larceny,27795
MI,2017,Black or African American,larceny,24832
MI,2018,Black or African American,larceny,24123
MI,2010,American Indian or Alaska Native,larceny,241
MI,2011,American Indian or Alaska Native,larceny,202
MI,2012,American Indian or Alaska Native,larceny,206
MI,2013,American Indian or Alaska Native,larceny,291
MI,2014,American Indian or Alaska Native,larceny,230
MI,2015,American Indian or Alaska Native,larceny,229
MI,2016,American Indian or Alaska Native,larceny,245
MI,2017,American Indian or Alaska Native,larceny,275
MI,2018,American Indian or Alaska Native,larceny,267
MI,2010,White,larceny,52230
MI,2011,White,larceny,49576
MI,2012,White,larceny,48518
MI,2013,White,larceny,45621
MI,2014,White,larceny,43478
MI,2015,White,larceny,41158
MI,2016,White,larceny,41694
MI,2017,White,larceny,38667
MI,2018,White,larceny,35645
MI,2010,Unknown,larceny,18009
MI,2011,Unknown,larceny,16816
MI,2012,Unknown,larceny,15969
MI,2013,Unknown,larceny,13767
MI,2014,Unknown,larceny,12381
MI,2015,Unknown,larceny,13836
MI,2016,Unknown,larceny,13025
MI,2017,Unknown,larceny,12025
MI,2018,Unknown,larceny,11726
MI,2010,Asian,motor-vehicle-theft,11
MI,2011,Asian,motor-vehicle-theft,10
MI,2012,Asian,motor-vehicle-theft,10
MI,2013,Asian,motor-vehicle-theft,11
MI,2014,Asian,motor-vehicle-theft,10
MI,2015,Asian,motor-vehicle-theft,9
MI,2016,Asian,motor-vehicle-theft,17
MI,2017,Asian,motor-vehicle-theft,18
MI,2018,Asian,motor-vehicle-theft,17
MI,2010,Native Hawaiian,motor-vehicle-theft,0
MI,2011,Native Hawaiian,motor-vehicle-theft,0
MI,2012,Native Hawaiian,motor-vehicle-theft,0
MI,2013,Native Hawaiian,motor-vehicle-theft,0
MI,2014,Native Hawaiian,motor-vehicle-theft,0
MI,2015,Native Hawaiian,motor-vehicle-theft,0
MI,2016,Native Hawaiian,motor-vehicle-theft,0
MI,2017,Native Hawaiian,motor-vehicle-theft,0
MI,2018,Native Hawaiian,motor-vehicle-theft,0
MI,2010,Black or African American,motor-vehicle-theft,3969
MI,2011,Black or African American,motor-vehicle-theft,3723
MI,2012,Black or African American,motor-vehicle-theft,3896
MI,2013,Black or African American,motor-vehicle-theft,3555
MI,2014,Black or African American,motor-vehicle-theft,2994
MI,2015,Black or African American,motor-vehicle-theft,2733
MI,2016,Black or African American,motor-vehicle-theft,3441
MI,2017,Black or African American,motor-vehicle-theft,3279
MI,2018,Black or African American,motor-vehicle-theft,3006
MI,2010,American Indian or Alaska Native,motor-vehicle-theft,26
MI,2011,American Indian or Alaska Native,motor-vehicle-theft,19
MI,2012,American Indian or Alaska Native,motor-vehicle-theft,16
MI,2013,American Indian or Alaska Native,motor-vehicle-theft,19
MI,2014,American Indian or Alaska Native,motor-vehicle-theft,22
MI,2015,American Indian or Alaska Native,motor-vehicle-theft,19
MI,2016,American Indian or Alaska Native,motor-vehicle-theft,16
MI,2017,American Indian or Alaska Native,motor-vehicle-theft,16
MI,2018,American Indian or Alaska Native,motor-vehicle-theft,33
MI,2010,White,motor-vehicle-theft,3338
MI,2011,White,motor-vehicle-theft,3096
MI,2012,White,motor-vehicle-theft,2995
MI,2013,White,motor-vehicle-theft,2747
MI,2014,White,motor-vehicle-theft,2616
MI,2015,White,motor-vehicle-theft,2593
MI,2016,White,motor-vehicle-theft,3034
MI,2017,White,motor-vehicle-theft,3154
MI,2018,White,motor-vehicle-theft,3226
MI,2010,Unknown,motor-vehicle-theft,2092
MI,2011,Unknown,motor-vehicle-theft,1864
MI,2012,Unknown,motor-vehicle-theft,1483
MI,2013,Unknown,motor-vehicle-theft,1461
MI,2014,Unknown,motor-vehicle-theft,1220
MI,2015,Unknown,motor-vehicle-theft,1376
MI,2016,Unknown,motor-vehicle-theft,1460
MI,2017,Unknown,motor-vehicle-theft,1433
